,Date,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,HalfHourPeriod,ForecastWindProduction,NationalLoadForecast,PriceForecast$,Temperature C,Windspeed km/h,CO2Intensity g/kWh,WindProduction MWh,NationalSystemLoad MWh,Price $
218,2011-11-05 13:00:00,0,5,44,5,11,2011,26,192.1,4507.87,48.26,10.0,20.4,572.68,93.0,4270.35,52.95
219,2011-11-05 13:30:00,0,5,44,5,11,2011,27,196.7,4401.03,48.05,10.0,18.5,570.35,97.0,4175.12,52.95
220,2011-11-05 14:00:00,0,5,44,5,11,2011,28,199.5,4333.81,48.05,10.0,16.7,576.64,98.0,4123.07,52.95
221,2011-11-05 14:30:00,0,5,44,5,11,2011,29,195.7,4287.79,48.05,10.0,16.7,586.66,89.0,4077.18,52.74
222,2011-11-05 15:00:00,0,5,44,5,11,2011,30,190.7,4266.28,48.05,10.0,16.7,590.87,107.0,4087.78,52.74
223,2011-11-05 15:30:00,0,5,44,5,11,2011,31,182.3,4291.54,48.05,10.0,18.5,607.86,61.0,4098.2,52.95
224,2011-11-05 16:00:00,0,5,44,5,11,2011,32,173.3,4358.19,48.05,9.0,16.7,601.17,68.0,4197.03,52.95
230,2011-11-05 19:00:00,0,5,44,5,11,2011,38,131.1,5050.74,79.68,7.0,9.3,551.98,84.0,4963.12,93.73
231,2011-11-05 19:30:00,0,5,44,5,11,2011,39,125.7,4936.66,53.93,7.0,11.1,553.24,82.0,4802.36,97.17
232,2011-11-05 20:00:00,0,5,44,5,11,2011,40,119.3,4715.87,48.26,7.0,11.1,549.72,77.0,4586.91,59.13
233,2011-11-05 20:30:00,0,5,44,5,11,2011,41,112.9,4538.29,48.26,6.0,13.0,554.97,69.0,4414.3,56.25
234,2011-11-05 21:00:00,0,5,44,5,11,2011,42,106.7,4353.28,48.05,6.0,9.3,546.96,65.0,4247.04,56.43
235,2011-11-05 21:30:00,0,5,44,5,11,2011,43,104.1,4238.76,48.05,6.0,5.6,554.81,72.0,4136.74,48.26
236,2011-11-05 22:00:00,0,5,44,5,11,2011,44,101.4,4082.37,47.31,5.0,7.4,558.52,85.0,3961.1,48.26
237,2011-11-05 22:30:00,0,5,44,5,11,2011,45,100.9,3912.06,45.92,5.0,3.7,570.74,86.0,3854.39,48.26
238,2011-11-05 23:00:00,0,5,44,5,11,2011,46,104.1,3866.52,45.92,5.0,7.4,577.06,85.0,3831.37,48.26
239,2011-11-05 23:30:00,0,5,44,5,11,2011,47,113.2,3860.38,45.92,5.0,9.3,568.63,91.0,3688.83,48.05
240,2011-11-06 00:00:00,0,6,44,6,11,2011,0,121.0,3675.01,44.89,5.0,9.3,582.31,96.0,3513.71,48.05
241,2011-11-06 00:30:00,0,6,44,6,11,2011,1,124.1,3496.76,44.88,5.0,11.1,604.28,86.0,3348.82,44.89
242,2011-11-06 01:00:00,0,6,44,6,11,2011,2,127.3,3321.97,44.43,5.0,11.1,592.15,80.0,3227.6,44.89
243,2011-11-06 01:30:00,0,6,44,6,11,2011,3,127.0,3161.63,44.43,5.0,7.4,565.2,79.0,3111.29,44.89
244,2011-11-06 02:00:00,0,6,44,6,11,2011,4,129.0,3040.33,44.01,4.0,9.3,550.03,83.0,2995.87,44.88
245,2011-11-06 02:30:00,0,6,44,6,11,2011,5,133.7,2943.07,44.01,4.0,7.4,546.44,74.0,2910.73,44.43
246,2011-11-06 03:00:00,0,6,44,6,11,2011,6,140.0,2879.1,44.01,5.0,7.4,554.02,78.0,2848.31,44.43
247,2011-11-06 03:30:00,0,6,44,6,11,2011,7,153.9,2829.12,43.74,4.0,3.7,559.47,75.0,2812.84,44.43
248,2011-11-06 04:00:00,0,6,44,6,11,2011,8,167.3,2820.11,43.74,5.0,3.7,563.45,84.0,2768.57,44.43
249,2011-11-06 04:30:00,0,6,44,6,11,2011,9,180.3,2764.62,42.89,4.0,1.9,561.62,88.0,2723.23,44.43
250,2011-11-06 05:00:00,0,6,44,6,11,2011,10,193.4,2743.19,42.38,4.0,7.4,568.15,94.0,2696.48,44.43
251,2011-11-06 05:30:00,0,6,44,6,11,2011,11,201.5,2738.0,42.38,3.0,7.4,570.97,91.0,2702.08,44.43
252,2011-11-06 06:00:00,0,6,44,6,11,2011,12,209.7,2746.08,42.95,3.0,7.4,572.34,87.0,2746.05,43.71
253,2011-11-06 06:30:00,0,6,44,6,11,2011,13,218.6,2808.11,42.95,4.0,0.0,570.71,98.0,2791.92,44.19
254,2011-11-06 07:00:00,0,6,44,6,11,2011,14,226.5,2885.3,43.16,5.0,0.0,568.44,109.0,2855.36,54.03
255,2011-11-06 07:30:00,0,6,44,6,11,2011,15,235.7,2908.29,45.08,4.0,0.0,560.79,125.0,2877.05,54.03
256,2011-11-06 08:00:00,0,6,44,6,11,2011,16,242.1,2980.06,45.08,5.0,3.7,558.98,142.0,2984.3,54.03
257,2011-11-06 08:30:00,0,6,44,6,11,2011,17,245.2,3150.87,45.25,6.0,0.0,540.25,148.0,3188.68,54.03
258,2011-11-06 09:00:00,0,6,44,6,11,2011,18,246.2,3410.4,45.25,7.0,0.0,543.44,139.0,3438.53,54.8
259,2011-11-06 09:30:00,0,6,44,6,11,2011,19,240.7,3636.32,45.73,8.0,1.9,545.71,152.0,3626.01,56.21
260,2011-11-06 10:00:00,0,6,44,6,11,2011,20,236.9,3821.23,47.43,8.0,0.0,557.38,151.0,3830.31,59.08
261,2011-11-06 10:30:00,0,6,44,6,11,2011,21,237.0,3943.92,47.43,9.0,3.7,553.86,141.0,3937.8,66.29
262,2011-11-06 11:00:00,0,6,44,6,11,2011,22,238.3,4057.33,47.49,10.0,7.4,552.47,129.0,4025.15,66.29
263,2011-11-06 11:30:00,0,6,44,6,11,2011,23,247.3,4169.06,48.57,10.0,9.3,547.67,157.0,4072.28,66.29
264,2011-11-06 12:00:00,0,6,44,6,11,2011,24,255.7,4268.84,49.29,10.0,9.3,559.28,174.0,4179.76,66.29
265,2011-11-06 12:30:00,0,6,44,6,11,2011,25,263.2,4438.65,50.85,11.0,9.3,551.49,187.0,4217.53,57.77
266,2011-11-06 13:00:00,0,6,44,6,11,2011,26,268.9,4488.56,51.18,11.0,9.3,551.17,195.0,4194.51,56.93
267,2011-11-06 13:30:00,0,6,44,6,11,2011,27,270.2,4419.74,50.74,11.0,9.3,548.18,194.0,4083.69,56.27
268,2011-11-06 14:00:00,0,6,44,6,11,2011,28,270.5,4374.6,50.4,11.0,9.3,549.49,179.0,3991.64,56.27
269,2011-11-06 14:30:00,0,6,44,6,11,2011,29,271.5,4334.27,50.01,11.0,9.3,536.79,203.0,3927.88,56.21
270,2011-11-06 15:00:00,0,6,44,6,11,2011,30,272.4,4313.46,49.75,11.0,9.3,543.19,201.0,3911.34,56.21
271,2011-11-06 15:30:00,0,6,44,6,11,2011,31,275.2,4336.43,49.76,10.0,9.3,543.22,215.0,3907.91,56.21
272,2011-11-06 16:00:00,0,6,44,6,11,2011,32,280.0,4518.66,50.13,10.0,7.4,541.65,208.0,4020.01,56.27
273,2011-11-06 16:30:00,0,6,44,6,11,2011,33,288.9,4705.51,51.22,10.0,7.4,524.1,194.0,4286.93,56.59
274,2011-11-06 17:00:00,0,6,44,6,11,2011,34,127.07,4995.34,55.0,10.0,7.4,546.68,184.0,4802.8,67.48
277,2011-11-06 18:30:00,0,6,44,6,11,2011,37,158.95,5101.13,134.1,7.0,3.7,522.91,221.0,4893.48,73.13
278,2011-11-06 19:00:00,0,6,44,6,11,2011,38,170.69,4980.46,53.85,7.0,0.0,523.37,217.0,4753.93,67.48
279,2011-11-06 19:30:00,0,6,44,6,11,2011,39,182.87,4846.34,53.63,7.0,5.6,532.08,200.0,4649.51,66.29
280,2011-11-06 20:00:00,0,6,44,6,11,2011,40,195.32,4714.42,53.37,6.0,3.7,527.41,208.0,4476.79,66.29
281,2011-11-06 20:30:00,0,6,44,6,11,2011,41,196.3,4539.77,50.69,6.0,5.6,544.74,220.0,4302.28,67.48
282,2011-11-06 21:00:00,0,6,44,6,11,2011,42,197.31,4337.35,48.91,6.0,0.0,538.33,224.0,4229.28,66.29
283,2011-11-06 21:30:00,0,6,44,6,11,2011,43,198.6,4336.23,48.9,7.0,0.0,534.0,254.0,4046.82,66.29
284,2011-11-06 22:00:00,0,6,44,6,11,2011,44,200.49,4129.53,47.49,6.0,3.7,547.56,261.0,3881.9,56.59
285,2011-11-06 22:30:00,0,6,44,6,11,2011,45,202.74,3924.29,46.2,6.0,5.6,530.68,266.0,3734.56,56.27
286,2011-11-06 23:00:00,0,6,44,6,11,2011,46,205.08,3806.66,46.2,6.0,7.4,506.28,276.0,3671.45,56.27
287,2011-11-06 23:30:00,0,6,44,6,11,2011,47,194.05,3713.14,45.77,6.0,5.6,505.5,268.0,3468.34,54.98
288,2011-11-07 00:00:00,0,0,45,7,11,2011,0,183.25,3493.01,45.77,6.0,5.6,512.47,253.0,3290.07,54.98
289,2011-11-07 00:30:00,0,0,45,7,11,2011,1,172.72,3324.06,45.32,6.0,5.6,508.66,262.0,3125.82,54.55
290,2011-11-07 01:00:00,0,0,45,7,11,2011,2,162.86,3178.58,45.25,6.0,5.6,506.89,242.0,3042.82,54.55
291,2011-11-07 01:30:00,0,0,45,7,11,2011,3,153.57,3080.42,45.08,6.0,5.6,519.33,265.0,2959.33,54.55
292,2011-11-07 02:00:00,0,0,45,7,11,2011,4,144.77,2985.51,45.08,6.0,1.9,533.42,270.0,2889.51,54.1
293,2011-11-07 02:30:00,0,0,45,7,11,2011,5,144.1,2920.25,45.08,6.0,0.0,527.82,263.0,2828.65,53.86
294,2011-11-07 03:00:00,0,0,45,7,11,2011,6,144.0,2861.46,43.16,6.0,3.7,547.87,248.0,2814.73,53.86
295,2011-11-07 03:30:00,0,0,45,7,11,2011,7,144.24,2828.85,42.95,6.0,7.4,548.52,241.0,2801.74,53.86
296,2011-11-07 04:00:00,0,0,45,7,11,2011,8,144.94,2810.65,42.95,7.0,5.6,558.89,238.0,2810.15,53.86
297,2011-11-07 04:30:00,0,0,45,7,11,2011,9,146.32,2823.17,42.95,7.0,7.4,551.54,263.0,2808.08,53.86
298,2011-11-07 05:00:00,0,0,45,7,11,2011,10,148.29,2849.68,43.16,6.0,7.4,546.58,267.0,2843.28,53.86
299,2011-11-07 05:30:00,0,0,45,7,11,2011,11,161.93,2927.39,45.08,6.0,7.4,523.0,305.0,2915.01,53.86
300,2011-11-07 06:00:00,0,0,45,7,11,2011,12,176.78,3049.51,43.58,5.0,11.1,532.69,308.0,3138.93,45.16
301,2011-11-07 06:30:00,0,0,45,7,11,2011,13,192.31,3365.99,43.6,5.0,9.3,523.05,328.0,3426.48,45.16
302,2011-11-07 07:00:00,0,0,45,7,11,2011,14,208.7,3732.54,45.17,5.0,9.3,521.03,379.0,3934.51,46.25
303,2011-11-07 07:30:00,0,0,45,7,11,2011,15,226.75,4159.57,47.61,5.0,11.1,492.91,393.0,4235.24,48.22
304,2011-11-07 08:00:00,0,0,45,7,11,2011,16,245.91,4377.96,48.23,6.0,9.3,480.51,413.0,4417.39,48.22
305,2011-11-07 08:30:00,0,0,45,7,11,2011,17,250.81,4526.28,54.98,6.0,9.3,490.69,427.0,4446.92,47.6
306,2011-11-07 09:00:00,0,0,45,7,11,2011,18,253.57,4655.81,58.81,6.0,9.3,492.7,463.0,4693.77,48.22
307,2011-11-07 09:30:00,0,0,45,7,11,2011,19,254.9,4814.76,58.78,7.0,9.3,487.01,417.0,4785.83,48.22
308,2011-11-07 10:00:00,0,0,45,7,11,2011,20,248.86,4870.96,58.78,7.0,11.1,482.54,459.0,4772.55,48.22
309,2011-11-07 10:30:00,0,0,45,7,11,2011,21,236.02,4879.38,58.78,8.0,11.1,487.05,428.0,4754.28,48.22
310,2011-11-07 11:00:00,0,0,45,7,11,2011,22,218.73,4896.48,58.75,9.0,16.7,487.93,457.0,4725.53,48.22
311,2011-11-07 11:30:00,0,0,45,7,11,2011,23,230.07,4950.12,58.75,9.0,14.8,495.38,498.0,4698.57,48.22
312,2011-11-07 12:00:00,0,0,45,7,11,2011,24,242.75,4993.38,59.34,10.0,16.7,501.7,467.0,4712.42,48.22
313,2011-11-07 12:30:00,0,0,45,7,11,2011,25,256.7,5040.63,59.34,10.0,22.2,502.38,485.0,4705.33,48.22
314,2011-11-07 13:00:00,0,0,45,7,11,2011,26,271.97,4998.24,59.36,10.0,20.4,499.73,516.0,4602.87,48.22
315,2011-11-07 13:30:00,0,0,45,7,11,2011,27,286.79,4905.39,58.77,9.0,20.4,496.82,529.0,4500.61,48.22
316,2011-11-07 14:00:00,0,0,45,7,11,2011,28,300.23,4900.77,58.77,9.0,20.4,478.11,586.0,4506.85,48.22
317,2011-11-07 14:30:00,0,0,45,7,11,2011,29,313.74,4929.64,58.77,9.0,14.8,479.75,527.0,4498.89,48.22
318,2011-11-07 15:00:00,0,0,45,7,11,2011,30,324.54,4968.68,58.8,9.0,16.7,478.8,527.0,4552.93,48.22
319,2011-11-07 15:30:00,0,0,45,7,11,2011,31,331.26,5039.11,58.8,9.0,14.8,491.34,539.0,4608.22,48.22
320,2011-11-07 16:00:00,0,0,45,7,11,2011,32,337.72,5149.63,58.79,8.0,14.8,503.38,495.0,4768.92,48.22
321,2011-11-07 16:30:00,0,0,45,7,11,2011,33,343.75,5457.6,59.46,7.0,13.0,498.72,562.0,5011.71,48.22
324,2011-11-07 18:00:00,0,0,45,7,11,2011,36,475.35,5898.11,138.82,8.0,13.0,475.74,675.0,5428.15,70.2
325,2011-11-07 18:30:00,0,0,45,7,11,2011,37,476.92,5697.27,90.7,8.0,13.0,467.89,689.0,5255.98,48.81
326,2011-11-07 19:00:00,0,0,45,7,11,2011,38,479.45,5552.02,59.49,8.0,16.7,470.83,701.0,5160.49,48.81
327,2011-11-07 19:30:00,0,0,45,7,11,2011,39,482.59,5474.43,59.4,8.0,9.3,461.9,715.0,5051.16,48.22
328,2011-11-07 20:00:00,0,0,45,7,11,2011,40,485.5,5293.38,58.81,8.0,16.7,451.68,752.0,4848.77,48.22
329,2011-11-07 20:30:00,0,0,45,7,11,2011,41,476.17,5108.48,58.81,8.0,16.7,447.7,786.0,4696.71,48.22
330,2011-11-07 21:00:00,0,0,45,7,11,2011,42,467.33,5046.25,58.8,8.0,14.8,439.28,762.0,4547.78,48.22
331,2011-11-07 21:30:00,0,0,45,7,11,2011,43,458.92,4781.74,58.18,9.0,14.8,442.52,695.0,4308.11,48.22
332,2011-11-07 22:00:00,0,0,45,7,11,2011,44,450.9,4516.55,55.74,9.0,13.0,435.8,697.0,4047.63,45.73
333,2011-11-07 22:30:00,0,0,45,7,11,2011,45,442.96,4301.88,55.23,9.0,13.0,420.71,716.0,3828.58,44.65
334,2011-11-07 23:00:00,0,0,45,7,11,2011,46,435.33,4116.06,55.23,9.0,13.0,423.34,711.0,3714.27,44.65
335,2011-11-07 23:30:00,0,0,45,7,11,2011,47,433.77,4004.56,54.8,9.0,11.1,404.37,728.0,3497.19,44.22
336,2011-11-08 00:00:00,0,1,45,8,11,2011,0,432.37,3760.32,54.24,9.0,11.1,409.83,637.0,3304.41,44.22
337,2011-11-08 00:30:00,0,1,45,8,11,2011,1,430.7,3550.42,52.12,9.0,13.0,413.2,664.0,3134.39,43.59
338,2011-11-08 01:00:00,0,1,45,8,11,2011,2,428.84,3406.91,51.69,9.0,13.0,408.79,640.0,3034.22,43.59
339,2011-11-08 01:30:00,0,1,45,8,11,2011,3,427.16,3299.23,51.06,9.0,13.0,417.12,587.0,2925.98,43.57
340,2011-11-08 02:00:00,0,1,45,8,11,2011,4,425.66,3136.99,51.06,9.0,11.1,413.76,577.0,2849.26,42.56
341,2011-11-08 02:30:00,0,1,45,8,11,2011,5,423.58,3053.16,49.92,8.0,9.3,407.55,584.0,2795.82,42.56
342,2011-11-08 03:00:00,0,1,45,8,11,2011,6,421.85,2989.77,34.58,9.0,9.3,405.75,562.0,2765.34,42.53
343,2011-11-08 03:30:00,0,1,45,8,11,2011,7,419.91,2963.69,34.58,8.0,11.1,400.75,607.0,2746.86,42.53
344,2011-11-08 04:00:00,0,1,45,8,11,2011,8,418.05,2961.25,34.58,9.0,13.0,379.82,712.0,2744.65,42.53
345,2011-11-08 04:30:00,0,1,45,8,11,2011,9,416.37,2920.67,34.58,9.0,13.0,395.17,651.0,2732.37,42.53
346,2011-11-08 05:00:00,0,1,45,8,11,2011,10,415.04,2926.6,34.58,9.0,11.1,385.53,703.0,2778.26,42.53
347,2011-11-08 05:30:00,0,1,45,8,11,2011,11,418.21,2983.06,34.58,9.0,11.1,391.31,660.0,2827.72,42.53
348,2011-11-08 06:00:00,0,1,45,8,11,2011,12,421.58,3186.09,47.14,9.0,13.0,422.93,615.0,3019.28,44.0
349,2011-11-08 06:30:00,0,1,45,8,11,2011,13,425.17,3497.5,48.55,9.0,13.0,441.35,576.0,3321.18,44.47
350,2011-11-08 07:00:00,0,1,45,8,11,2011,14,428.23,3886.82,49.39,9.0,14.8,457.74,555.0,3872.81,46.68
351,2011-11-08 07:30:00,0,1,45,8,11,2011,15,429.45,4361.57,51.2,9.0,16.7,465.19,541.0,4238.73,49.86
352,2011-11-08 08:00:00,0,1,45,8,11,2011,16,430.77,4509.15,51.2,9.0,18.5,474.2,553.0,4424.76,61.64
353,2011-11-08 08:30:00,0,1,45,8,11,2011,17,447.3,4630.07,52.26,9.0,18.5,500.58,542.0,4489.87,49.86
354,2011-11-08 09:00:00,0,1,45,8,11,2011,18,464.11,4716.46,52.26,9.0,16.7,493.82,588.0,4590.4,50.53
355,2011-11-08 09:30:00,0,1,45,8,11,2011,19,481.37,4853.07,52.82,9.0,16.7,486.96,566.0,4661.84,50.53
356,2011-11-08 10:00:00,0,1,45,8,11,2011,20,499.0,4907.12,55.41,9.0,14.8,484.71,572.0,4647.55,50.53
357,2011-11-08 10:30:00,0,1,45,8,11,2011,21,517.19,4877.66,55.41,9.0,16.7,485.55,571.0,4673.59,77.28
359,2011-11-08 11:30:00,0,1,45,8,11,2011,23,526.88,4937.3,55.4,9.0,16.7,484.82,566.0,4725.42,60.36
360,2011-11-08 12:00:00,0,1,45,8,11,2011,24,517.78,4966.72,55.4,10.0,14.8,485.0,580.0,4786.85,50.53
361,2011-11-08 12:30:00,0,1,45,8,11,2011,25,508.91,4998.72,55.39,10.0,18.5,477.71,589.0,4844.63,50.53
362,2011-11-08 13:00:00,0,1,45,8,11,2011,26,500.45,4997.86,55.39,10.0,18.5,481.49,575.0,4792.21,50.53
363,2011-11-08 13:30:00,0,1,45,8,11,2011,27,492.18,4880.66,52.79,10.0,22.2,485.56,577.0,4703.0,50.53
364,2011-11-08 14:00:00,0,1,45,8,11,2011,28,484.03,4864.62,52.79,10.0,22.2,481.83,590.0,4730.86,50.53
365,2011-11-08 14:30:00,0,1,45,8,11,2011,29,504.99,4928.03,55.39,10.0,20.4,487.26,628.0,4757.95,50.53
366,2011-11-08 15:00:00,0,1,45,8,11,2011,30,525.77,4918.0,52.79,10.0,20.4,493.87,603.0,4791.95,50.53
367,2011-11-08 15:30:00,0,1,45,8,11,2011,31,547.63,5019.75,55.4,11.0,24.1,486.22,643.0,4889.48,50.53
368,2011-11-08 16:00:00,0,1,45,8,11,2011,32,570.02,5135.39,55.4,11.0,24.1,480.01,673.0,5083.91,50.76
369,2011-11-08 16:30:00,0,1,45,8,11,2011,33,592.79,5370.77,63.21,11.0,25.9,473.46,695.0,5331.92,83.9
370,2011-11-08 17:00:00,0,1,45,8,11,2011,34,616.09,5652.99,65.43,11.0,24.1,462.5,753.0,5555.52,78.98
372,2011-11-08 18:00:00,0,1,45,8,11,2011,36,629.19,5991.51,148.66,11.0,24.1,451.82,704.0,5460.44,78.92
373,2011-11-08 18:30:00,0,1,45,8,11,2011,37,636.28,5808.22,68.58,11.0,25.9,455.57,765.0,5311.07,62.11
374,2011-11-08 19:00:00,0,1,45,8,11,2011,38,643.69,5659.2,62.84,11.0,25.9,438.72,855.0,5208.45,50.66
375,2011-11-08 19:30:00,0,1,45,8,11,2011,39,651.41,5612.27,60.95,11.0,31.5,433.17,851.0,5118.44,64.38
376,2011-11-08 20:00:00,0,1,45,8,11,2011,40,659.49,5445.11,55.42,11.0,31.5,444.75,833.0,4968.44,50.53
377,2011-11-08 20:30:00,0,1,45,8,11,2011,41,659.5,5280.6,52.82,12.0,29.6,432.85,856.0,4815.72,50.53
378,2011-11-08 21:00:00,0,1,45,8,11,2011,42,659.63,5181.14,52.82,12.0,29.6,447.83,866.0,4629.05,49.86
379,2011-11-08 21:30:00,0,1,45,8,11,2011,43,659.87,4984.04,52.24,12.0,31.5,446.4,958.0,4409.34,46.68
380,2011-11-08 22:00:00,0,1,45,8,11,2011,44,660.24,4739.55,52.23,12.0,27.8,463.35,967.0,4167.9,45.62
381,2011-11-08 22:30:00,0,1,45,8,11,2011,45,660.72,4441.64,51.17,12.0,29.6,455.14,1004.0,3965.05,44.84
382,2011-11-08 23:00:00,0,1,45,8,11,2011,46,750.2,4282.99,49.39,12.0,33.3,471.45,976.0,3843.11,44.65
383,2011-11-08 23:30:00,0,1,45,8,11,2011,47,761.1,4150.98,49.39,12.0,33.3,455.92,992.0,3602.52,44.47
384,2011-11-09 00:00:00,0,2,45,9,11,2011,0,771.8,3792.25,48.77,12.0,35.2,455.66,904.0,3411.16,44.22
385,2011-11-09 00:30:00,0,2,45,9,11,2011,1,779.2,3546.54,48.77,12.0,33.3,437.71,929.0,3237.19,44.0
386,2011-11-09 01:00:00,0,2,45,9,11,2011,2,789.1,3406.2,48.55,12.0,27.8,424.72,892.0,3099.13,44.0
387,2011-11-09 01:30:00,0,2,45,9,11,2011,3,805.6,3297.63,48.55,12.0,18.5,416.93,751.0,2997.76,44.0
388,2011-11-09 02:00:00,0,2,45,9,11,2011,4,819.3,3131.55,45.86,11.0,16.7,430.32,693.0,2909.65,44.0
389,2011-11-09 02:30:00,0,2,45,9,11,2011,5,826.4,3058.77,31.82,11.0,16.7,419.56,745.0,2811.16,0.0
390,2011-11-09 03:00:00,0,2,45,9,11,2011,6,832.7,2992.45,31.82,11.0,13.0,424.64,749.0,2733.13,0.0
391,2011-11-09 03:30:00,0,2,45,9,11,2011,7,839.8,2965.4,31.82,11.0,13.0,423.22,720.0,2723.3,0.0
392,2011-11-09 04:00:00,0,2,45,9,11,2011,8,844.8,2972.95,31.82,11.0,9.3,431.05,668.0,2732.83,42.25
393,2011-11-09 04:30:00,0,2,45,9,11,2011,9,850.9,2934.4,31.82,11.0,9.3,436.81,640.0,2719.42,0.0
394,2011-11-09 05:00:00,0,2,45,9,11,2011,10,853.7,2953.35,31.82,10.0,11.1,423.71,723.0,2752.31,0.0
395,2011-11-09 05:30:00,0,2,45,9,11,2011,11,851.9,3013.77,47.66,9.0,7.4,413.32,766.0,2812.54,0.0
396,2011-11-09 06:00:00,0,2,45,9,11,2011,12,848.1,3192.68,44.9,9.0,9.3,430.6,853.0,3069.65,43.35
397,2011-11-09 06:30:00,0,2,45,9,11,2011,13,838.1,3513.88,44.9,8.0,9.3,456.08,865.0,3382.46,44.9
398,2011-11-09 07:00:00,0,2,45,9,11,2011,14,826.9,3903.94,45.32,8.0,11.1,436.89,852.0,3933.11,45.32
399,2011-11-09 07:30:00,0,2,45,9,11,2011,15,811.9,4374.26,46.77,8.0,13.0,452.24,877.0,4276.83,46.77
400,2011-11-09 08:00:00,0,2,45,9,11,2011,16,798.1,4517.71,49.3,9.0,14.8,445.73,858.0,4413.87,46.77
401,2011-11-09 08:30:00,0,2,45,9,11,2011,17,791.0,4648.54,46.77,10.0,16.7,455.86,815.0,4458.05,50.88
402,2011-11-09 09:00:00,0,2,45,9,11,2011,18,783.9,4743.87,49.3,11.0,22.2,474.53,690.0,4612.28,58.59
403,2011-11-09 09:30:00,0,2,45,9,11,2011,19,777.8,4881.33,50.82,11.0,24.1,470.12,633.0,4684.4,63.16
404,2011-11-09 10:00:00,0,2,45,9,11,2011,20,773.8,4926.34,50.82,11.0,25.9,475.3,659.0,4696.09,63.16
405,2011-11-09 10:30:00,0,2,45,9,11,2011,21,778.0,4885.91,50.82,11.0,25.9,475.82,640.0,4722.15,64.74
406,2011-11-09 11:00:00,0,2,45,9,11,2011,22,782.3,4921.95,50.82,11.0,22.2,483.27,607.0,4757.36,64.74
407,2011-11-09 11:30:00,0,2,45,9,11,2011,23,788.4,4927.51,50.82,11.0,18.5,474.43,636.0,4757.38,64.74
408,2011-11-09 12:00:00,0,2,45,9,11,2011,24,795.9,4957.89,50.82,12.0,20.4,478.36,583.0,4782.9,64.74
409,2011-11-09 12:30:00,0,2,45,9,11,2011,25,807.7,4982.86,50.82,12.0,22.2,479.52,596.0,4784.08,64.74
410,2011-11-09 13:00:00,0,2,45,9,11,2011,26,818.4,4992.97,50.82,12.0,22.2,486.09,563.0,4728.47,64.7
411,2011-11-09 13:30:00,0,2,45,9,11,2011,27,825.8,4868.86,50.82,11.0,20.4,478.76,598.0,4618.44,63.05
412,2011-11-09 14:00:00,0,2,45,9,11,2011,28,833.3,4849.84,46.77,11.0,14.8,490.94,565.0,4657.56,64.63
413,2011-11-09 14:30:00,0,2,45,9,11,2011,29,840.5,4904.19,49.3,12.0,16.7,493.1,543.0,4687.82,64.63
414,2011-11-09 15:00:00,0,2,45,9,11,2011,30,847.9,4882.18,48.84,12.0,18.5,488.31,552.0,4730.37,64.63
415,2011-11-09 15:30:00,0,2,45,9,11,2011,31,856.7,4972.84,50.82,12.0,22.2,479.37,622.0,4812.68,64.63
416,2011-11-09 16:00:00,0,2,45,9,11,2011,32,866.1,5096.41,49.3,11.0,20.4,469.58,660.0,4936.63,64.63
417,2011-11-09 16:30:00,0,2,45,9,11,2011,33,877.6,5394.68,61.09,11.0,20.4,459.97,723.0,5228.21,64.57
418,2011-11-09 17:00:00,0,2,45,9,11,2011,34,890.0,5662.69,183.71,11.0,20.4,454.47,699.0,5599.84,90.83
420,2011-11-09 18:00:00,0,2,45,9,11,2011,36,913.0,5961.83,220.79,11.0,20.4,448.59,724.0,5545.25,64.74
421,2011-11-09 18:30:00,0,2,45,9,11,2011,37,917.7,5808.65,69.86,11.0,20.4,455.46,748.0,5378.27,64.74
422,2011-11-09 19:00:00,0,2,45,9,11,2011,38,922.4,5679.75,63.24,11.0,20.4,449.62,752.0,5266.5,64.74
423,2011-11-09 19:30:00,0,2,45,9,11,2011,39,925.6,5624.86,62.61,11.0,20.4,445.23,770.0,5170.57,64.74
424,2011-11-09 20:00:00,0,2,45,9,11,2011,40,930.8,5469.83,62.61,11.0,18.5,451.0,745.0,5016.9,64.74
425,2011-11-09 20:30:00,0,2,45,9,11,2011,41,937.3,5295.44,50.82,11.0,18.5,456.2,780.0,4863.0,63.16
426,2011-11-09 21:00:00,0,2,45,9,11,2011,42,943.6,5176.06,50.82,10.0,18.5,434.5,867.0,4670.71,63.16
427,2011-11-09 21:30:00,0,2,45,9,11,2011,43,949.5,4960.11,50.82,10.0,16.7,419.31,901.0,4452.48,60.63
428,2011-11-09 22:00:00,0,2,45,9,11,2011,44,954.9,4734.82,46.77,10.0,16.7,427.59,868.0,4186.67,55.47
429,2011-11-09 22:30:00,0,2,45,9,11,2011,45,958.1,4441.14,46.77,10.0,18.5,445.05,869.0,3963.78,46.18
430,2011-11-09 23:00:00,0,2,45,9,11,2011,46,880.1,4282.56,46.18,10.0,18.5,453.02,920.0,3852.02,45.32
431,2011-11-09 23:30:00,0,2,45,9,11,2011,47,872.6,4149.59,45.32,10.0,18.5,430.75,979.0,3600.42,45.3
432,2011-11-10 00:00:00,0,3,45,10,11,2011,0,864.0,3785.18,45.32,10.0,20.4,426.83,946.0,3374.5,44.9
